distance,current_time,weather,season,traffic,estimate_deliver_time
2.24,1259,windy,spring,13,2
7.14,1007,sunny,spring,18,11
5.58,633,cloudy,fall,68,36
7.28,1159,sunny,spring,4,3
0.68,1117,cloudy,fall,94,6
3.02,517,sunny,fall,83,22
7.46,6,sunny,winter,99,66
0.01,1277,cloudy,spring,73,0
1.23,1151,cloudy,summer,80,9
0.41,515,rainy,fall,35,1
9.8,1424,windy,spring,38,33
7.74,946,rainy,winter,60,44
5.02,488,sunny,spring,38,17
4.3,1157,rainy,summer,84,36
4.59,907,cloudy,summer,97,42
4.93,274,rainy,winter,29,13
0.29,395,windy,winter,35,1
0.32,1267,windy,fall,21,0
2.91,237,windy,summer,80,21
3.41,902,sunny,fall,59,18
9.51,1398,rainy,winter,94,84
3.97,661,sunny,summer,68,24
2.35,302,rainy,fall,29,6
8.51,446,sunny,spring,4,3
2.81,838,rainy,fall,20,5
3.75,799,cloudy,spring,84,30
0.53,812,windy,winter,15,0
5.97,1243,windy,fall,19,10
2.81,199,cloudy,spring,57,15
0.65,251,sunny,spring,75,4
7.91,1390,sunny,spring,47,33
7.28,1314,sunny,spring,53,34
9.2,629,windy,summer,65,54
9.43,439,rainy,summer,21,18
1.34,836,windy,spring,41,4
2.73,195,rainy,fall,39,10
8.58,740,sunny,summer,48,39
2.25,517,windy,spring,76,15
8.91,662,cloudy,summer,35,29
4.68,93,cloudy,summer,71,31
7.38,1312,rainy,fall,63,43
0.3,1033,windy,summer,93,2
2.88,1162,cloudy,spring,83,24
9.14,126,sunny,summer,26,21
1.67,853,rainy,spring,51,7
6.04,198,rainy,spring,98,55
0.91,1370,rainy,spring,52,4
8.92,96,rainy,fall,52,43
2.37,832,windy,spring,7,1
9.42,580,rainy,fall,20,18
0.22,183,sunny,winter,49,1
9.16,1161,rainy,fall,40,36
6.2,732,cloudy,summer,72,44
3.93,165,sunny,spring,96,34
0.11,1051,sunny,spring,24,0
4.47,264,rainy,spring,57,24
6.81,996,sunny,winter,36,22
2.91,80,rainy,spring,36,9
8.83,988,windy,summer,73,58
2.39,973,cloudy,fall,58,13
6.32,756,rainy,summer,57,36
9.25,1216,cloudy,spring,63,55
0.73,578,rainy,summer,26,1
2.94,1057,sunny,fall,38,10
0.17,800,rainy,summer,7,0
8.71,1291,windy,winter,80,63
4.91,347,cloudy,summer,49,22
3.24,1103,sunny,spring,9,3
7.26,1363,cloudy,summer,35,24
3.93,376,rainy,winter,8,3
2.88,1341,sunny,summer,45,12
6.17,945,rainy,fall,6,3
3.18,96,rainy,spring,61,18
0.28,1215,sunny,summer,74,1
8.85,74,cloudy,spring,70,58
8.04,297,cloudy,winter,7,5
7.48,1065,cloudy,spring,84,62
1.38,429,windy,fall,40,4
8.61,505,cloudy,fall,38,31
0.06,441,cloudy,summer,72,0
1.06,1255,sunny,fall,26,2
9.22,690,rainy,summer,41,37
1.93,359,rainy,spring,92,16
0.48,310,cloudy,spring,8,0
8.56,914,sunny,summer,25,19
9.41,644,sunny,spring,98,82
8.92,572,windy,fall,33,26
2.65,1391,rainy,winter,35,9
7.5,1130,cloudy,spring,99,73
5.91,1303,windy,fall,35,18
2.27,668,rainy,spring,80,17
6.61,1031,rainy,summer,3,1
7.78,939,rainy,winter,92,67
6.0,1225,rainy,winter,36,20
0.04,84,windy,summer,47,0
1.96,440,rainy,summer,70,13
7.81,882,sunny,summer,27,19
0.54,447,sunny,winter,77,3
1.18,1358,rainy,fall,14,1
5.52,701,windy,fall,69,36
3.31,1167,rainy,summer,64,21
5.56,891,cloudy,summer,5,2
2.82,1274,cloudy,summer,51,13
6.46,276,rainy,spring,94,57
8.13,1027,rainy,summer,96,74
4.47,248,windy,summer,57,23
2.37,445,rainy,summer,17,3
7.97,395,sunny,winter,4,3
7.94,485,sunny,spring,86,61
6.79,495,rainy,winter,62,40
1.41,801,sunny,winter,88,11
9.94,19,cloudy,winter,6,5
8.21,1073,sunny,summer,54,42
6.33,492,windy,fall,63,36
1.44,1120,rainy,spring,12,1
7.04,506,sunny,fall,78,49
1.91,36,windy,fall,40,7
1.66,1007,sunny,fall,82,12
7.16,1029,cloudy,spring,19,12
2.99,767,rainy,spring,95,28
0.17,708,sunny,summer,55,0
1.72,909,cloudy,spring,28,4
6.81,1149,windy,summer,52,33
0.11,740,rainy,spring,29,0
3.79,785,cloudy,summer,31,11
7.27,1342,rainy,fall,69,47
4.96,1025,cloudy,winter,42,19
2.45,314,sunny,fall,78,17
6.25,96,rainy,fall,87,51
5.76,466,sunny,spring,30,15
4.46,1400,rainy,summer,56,24
4.14,833,rainy,summer,26,10
7.47,294,windy,winter,84,57
0.25,482,cloudy,winter,50,1
2.73,136,windy,fall,35,8
8.73,1354,rainy,winter,1,0
7.92,386,cloudy,winter,37,27
4.94,706,rainy,fall,41,19
4.09,1131,windy,winter,69,27
0.32,752,windy,summer,9,0
5.23,805,rainy,winter,83,41
9.61,913,cloudy,winter,44,40
9.55,1197,cloudy,winter,53,48
1.57,315,sunny,summer,82,11
1.41,497,cloudy,spring,15,1
1.67,725,rainy,winter,24,4
8.35,179,rainy,summer,38,30
5.68,545,sunny,fall,67,34
2.07,540,cloudy,fall,63,12
1.3,882,windy,winter,94,11
6.92,996,windy,spring,67,42
6.51,700,cloudy,summer,30,19
2.38,585,rainy,winter,69,15
7.91,1339,windy,spring,33,23
7.07,1229,cloudy,winter,21,14
5.28,777,sunny,winter,89,44
1.07,115,windy,winter,45,4
8.32,670,cloudy,fall,48,37
0.23,1105,cloudy,fall,52,1
4.86,1318,sunny,summer,32,13
2.54,835,sunny,fall,72,16
9.89,1009,rainy,summer,2,1
1.75,1277,rainy,fall,20,3
6.85,225,cloudy,spring,2,1
5.37,1225,cloudy,spring,43,21
1.45,750,windy,fall,56,7
8.17,968,sunny,fall,27,19
4.32,639,rainy,spring,66,27
3.27,849,sunny,spring,43,12
8.34,1272,windy,winter,65,49
0.87,1006,windy,winter,7,0
3.31,381,cloudy,winter,14,4
8.76,476,rainy,spring,42,34
8.26,1389,cloudy,spring,20,15
6.79,1412,cloudy,summer,98,63
9.32,1199,sunny,winter,41,34
2.33,721,sunny,winter,58,12
3.03,619,rainy,summer,60,17
6.33,1027,sunny,spring,71,40
3.17,136,sunny,summer,70,19
7.69,415,rainy,winter,45,33
3.54,456,windy,spring,65,21
4.09,1020,sunny,spring,97,36
2.07,1439,cloudy,summer,13,2
6.06,138,sunny,spring,85,46
1.6,629,cloudy,fall,19,3
5.97,732,windy,summer,36,20
4.42,342,cloudy,summer,29,12
0.58,682,windy,spring,44,2
4.38,942,cloudy,winter,53,22
7.28,1309,rainy,fall,85,58
8.9,684,sunny,winter,20,16
6.19,869,rainy,spring,24,13
4.15,593,sunny,summer,74,27
4.09,527,cloudy,winter,98,37
2.08,841,rainy,summer,63,12
8.04,85,rainy,winter,92,70
8.58,831,cloudy,winter,96,78
0.53,836,cloudy,fall,90,4
10.0,173,windy,fall,54,48
3.34,1311,windy,fall,45,13
2.44,254,sunny,fall,25,5
7.95,1319,rainy,spring,23,17
3.2,78,sunny,summer,41,12
6.05,1299,windy,winter,62,34
5.86,1086,rainy,spring,64,37
3.14,501,cloudy,summer,26,7
9.05,730,sunny,summer,12,10
1.67,294,sunny,spring,72,10
1.35,910,windy,spring,43,5
3.15,1395,cloudy,summer,70,21
7.58,42,cloudy,spring,60,43
6.16,604,sunny,fall,18,10
2.49,1190,cloudy,spring,19,4
2.24,193,rainy,fall,3,0
7.22,1324,rainy,spring,84,57
6.21,868,sunny,spring,70,39
3.58,1095,cloudy,winter,96,34
5.54,1109,rainy,winter,3,1
4.12,754,sunny,spring,85,33
0.41,781,windy,spring,80,3
8.78,663,windy,winter,73,58
7.38,1150,sunny,winter,88,61
7.75,1273,sunny,summer,20,13
2.39,484,rainy,fall,92,21
3.46,705,rainy,winter,75,25
4.07,1187,cloudy,summer,48,18
2.99,132,cloudy,winter,51,14
3.68,54,cloudy,fall,19,6
7.16,1190,cloudy,summer,12,8
6.72,92,sunny,fall,25,15
7.97,1435,sunny,spring,14,10
3.32,77,sunny,spring,60,18
0.52,103,windy,summer,17,0
8.64,1299,sunny,winter,75,58
6.83,924,cloudy,spring,17,10
0.02,1256,sunny,winter,92,0
5.4,1283,sunny,winter,20,9
9.25,267,rainy,winter,60,52
4.67,294,sunny,winter,80,33
6.58,995,windy,winter,95,57
9.31,343,rainy,winter,2,1
1.36,265,cloudy,summer,24,3
2.29,45,sunny,fall,59,12
2.37,642,windy,summer,4,0
7.95,1233,cloudy,winter,43,32
2.5,1419,windy,winter,41,9
1.41,753,cloudy,spring,68,9
6.12,927,sunny,summer,24,13
0.26,387,windy,spring,83,1
4.14,319,sunny,fall,19,7
4.27,538,cloudy,winter,46,18
1.53,179,rainy,fall,55,7
1.89,1210,rainy,summer,68,12
3.5,295,windy,fall,30,9
7.94,315,cloudy,summer,77,58
4.22,809,windy,winter,13,4
8.7,920,rainy,spring,89,73
0.63,567,rainy,spring,86,5
2.92,281,windy,summer,85,22
5.18,493,rainy,spring,59,28
8.49,636,sunny,summer,90,69
7.97,214,windy,spring,44,31
2.75,1014,cloudy,spring,60,15
8.71,9,rainy,winter,15,12
7.36,1028,cloudy,summer,44,30
9.35,991,rainy,winter,7,6
5.98,45,cloudy,fall,20,11
4.45,251,rainy,spring,61,25
1.79,1290,cloudy,summer,87,15
0.8,13,sunny,winter,39,3
0.18,581,windy,fall,71,1
9.76,1205,rainy,summer,60,55
9.83,1290,rainy,fall,54,50
8.42,984,sunny,fall,4,3
0.08,1243,cloudy,winter,57,0
7.04,64,sunny,fall,60,37
1.15,1014,cloudy,winter,92,10
7.82,838,cloudy,spring,11,8
8.88,121,sunny,fall,36,28
9.6,171,rainy,winter,43,39
2.55,1146,cloudy,fall,22,5
0.99,1237,rainy,spring,26,2
9.64,159,sunny,winter,66,57
1.28,394,sunny,summer,53,6
4.13,505,cloudy,winter,14,5
4.99,59,cloudy,summer,82,39
2.23,916,rainy,winter,24,4
5.46,1097,windy,spring,26,13
8.66,526,sunny,summer,19,15
5.08,995,windy,spring,47,21
8.12,338,windy,winter,88,64
8.55,465,sunny,winter,91,70
7.2,575,rainy,summer,83,57
4.97,401,cloudy,fall,40,18
8.08,93,rainy,winter,43,33
7.85,180,cloudy,summer,5,3
0.82,706,cloudy,fall,48,4
0.17,1139,cloudy,summer,43,0
5.29,1162,cloudy,fall,30,15
8.25,122,sunny,spring,75,55
8.38,300,windy,spring,33,25
7.96,232,rainy,spring,29,21
8.15,246,cloudy,fall,63,48
6.55,963,sunny,spring,62,36
8.65,25,sunny,winter,82,64
7.23,1328,windy,spring,3,1
9.14,908,rainy,winter,24,21
5.58,1145,windy,summer,38,20
6.73,65,cloudy,summer,83,52
1.09,1300,rainy,winter,41,4
8.73,20,rainy,spring,10,8
8.71,431,rainy,fall,52,42
5.59,1114,windy,spring,75,39
6.71,1094,cloudy,winter,72,48
5.62,870,cloudy,summer,61,32
1.93,710,windy,spring,43,7
8.11,220,cloudy,fall,41,31
2.79,1230,cloudy,spring,65,17
8.07,397,windy,spring,98,71
0.1,52,windy,fall,43,0
6.81,1301,cloudy,spring,91,58
9.31,1053,sunny,fall,31,27
4.77,664,rainy,summer,75,34
9.11,1363,windy,winter,25,21
3.47,566,cloudy,summer,68,22
2.13,766,sunny,summer,66,13
7.95,916,windy,spring,90,64
9.39,1399,rainy,fall,21,18
7.39,1440,sunny,winter,69,46
5.25,1209,rainy,fall,14,7
7.3,1194,windy,summer,84,55
7.19,1331,windy,winter,56,36
2.75,897,cloudy,fall,100,25
2.02,225,windy,spring,53,9
4.4,1201,windy,fall,61,24
4.17,1339,sunny,fall,60,22
4.93,963,sunny,summer,89,39
8.0,187,rainy,winter,32,24
7.71,333,cloudy,summer,73,53
5.52,839,sunny,fall,66,33
0.27,271,windy,spring,75,1
4.21,1100,windy,winter,22,9
9.64,692,windy,spring,5,4
0.3,1053,sunny,spring,68,1
8.52,950,sunny,summer,54,41
7.29,1067,rainy,summer,13,9
6.93,174,windy,spring,3,1
8.41,967,cloudy,summer,14,11
8.55,908,cloudy,summer,43,34
1.76,1277,windy,winter,73,11
5.78,1150,windy,summer,79,43
4.39,352,cloudy,spring,42,17
7.87,40,sunny,winter,15,10
8.68,1246,cloudy,fall,46,37
7.44,67,rainy,spring,39,27
8.25,1229,windy,fall,32,24
6.86,879,rainy,summer,75,48
4.03,748,cloudy,spring,83,33
1.18,975,rainy,summer,86,9
6.29,823,sunny,summer,36,20
7.24,1315,sunny,fall,44,28
5.63,1071,rainy,fall,12,6
3.53,1193,sunny,spring,36,11
4.12,830,windy,spring,51,19
3.9,940,sunny,winter,6,2
4.24,355,windy,fall,84,32
3.05,1286,rainy,fall,73,21
2.48,1017,windy,summer,56,12
4.26,1310,windy,winter,71,27
0.87,1211,rainy,fall,76,6
3.01,1311,windy,summer,52,14
1.32,1408,windy,fall,85,10
8.26,314,cloudy,fall,27,21
5.45,838,cloudy,winter,5,2
6.99,900,windy,winter,87,55
5.88,382,rainy,spring,27,15
4.95,367,rainy,spring,77,36
2.03,1201,sunny,spring,57,10
6.84,574,windy,winter,51,31
3.48,980,cloudy,spring,35,11
9.13,864,sunny,fall,62,51
1.5,1205,sunny,spring,69,9
3.27,951,windy,summer,38,11
7.0,732,windy,summer,90,60
0.58,334,windy,winter,30,1
8.76,1266,cloudy,spring,76,63
8.99,713,windy,spring,73,62
2.25,1172,cloudy,fall,62,13
0.25,814,cloudy,summer,48,1
8.03,875,cloudy,spring,61,46
3.26,97,sunny,winter,73,21
0.94,296,sunny,summer,64,5
0.66,995,rainy,spring,71,4
5.73,543,cloudy,fall,61,33
4.8,58,sunny,spring,34,14
5.19,748,sunny,summer,13,6
5.6,957,windy,summer,77,39
5.86,1289,rainy,summer,25,13
1.32,456,sunny,summer,87,10
8.33,516,rainy,spring,34,27
5.48,992,cloudy,spring,18,9
8.95,1023,windy,spring,18,14
0.39,908,windy,spring,10,0
3.63,471,cloudy,summer,27,9
3.13,908,rainy,winter,73,21
9.85,574,rainy,summer,54,50
9.91,788,sunny,spring,35,31
5.98,1037,sunny,winter,11,6
0.81,309,cloudy,fall,62,4
3.66,556,windy,winter,69,22
8.31,9,cloudy,winter,89,70
1.83,1287,cloudy,spring,83,14
9.56,66,sunny,summer,62,53
0.81,1209,windy,summer,10,0
0.31,698,sunny,summer,38,1
6.61,38,cloudy,spring,59,36
2.32,876,cloudy,winter,7,1
8.41,675,windy,fall,12,9
4.48,901,cloudy,winter,8,3
1.9,450,rainy,fall,76,13
7.83,149,cloudy,summer,60,44
4.52,631,windy,summer,54,22
5.88,1051,rainy,fall,89,52
5.38,562,sunny,spring,54,26
5.4,391,windy,summer,26,12
7.98,1331,windy,spring,27,19
3.38,272,sunny,spring,64,19
9.81,346,sunny,winter,63,55
6.09,1110,rainy,spring,61,36
2.5,885,windy,fall,4,1
5.17,588,sunny,summer,27,12
4.31,1370,windy,fall,51,19
1.09,346,rainy,summer,89,9
5.4,1128,windy,winter,84,43
6.67,929,windy,winter,39,23
4.17,930,windy,summer,20,7
4.1,1046,cloudy,spring,45,17
0.79,379,rainy,fall,73,5
9.57,607,windy,summer,92,79
2.57,1284,rainy,summer,84,20
5.59,412,cloudy,winter,86,45
1.87,1416,sunny,summer,49,8
9.28,652,windy,winter,50,42
7.74,1093,rainy,spring,56,43
6.73,783,rainy,winter,11,7
5.27,598,sunny,summer,89,42
8.4,972,sunny,fall,34,25
1.02,390,cloudy,fall,87,8
4.13,162,rainy,fall,87,34
8.99,916,windy,fall,24,19
8.68,159,rainy,fall,52,42
1.0,771,rainy,winter,48,4
2.03,796,rainy,fall,23,4
7.73,1429,cloudy,summer,91,66
2.97,753,sunny,fall,84,23
8.51,1160,sunny,spring,94,75
1.62,552,sunny,winter,42,6
0.18,218,rainy,winter,72,1
9.57,900,windy,summer,13,11
0.78,310,windy,summer,64,4
5.53,766,sunny,summer,86,45
1.87,84,windy,winter,72,12
2.96,741,sunny,spring,5,1
2.46,381,rainy,summer,91,21
6.43,818,cloudy,winter,13,7
8.29,636,cloudy,spring,60,46
7.42,1298,windy,fall,47,31
2.15,601,windy,summer,99,19
6.24,1383,windy,summer,33,18
5.09,227,sunny,summer,21,9
9.03,1378,cloudy,winter,79,67
4.08,1023,sunny,fall,53,19
6.4,419,cloudy,spring,52,31
5.17,632,rainy,winter,99,48
7.99,984,cloudy,fall,26,19
5.86,776,sunny,winter,85,47
6.33,218,sunny,winter,26,15
4.94,503,windy,winter,24,10
6.07,285,windy,winter,95,52
1.72,13,windy,summer,34,5
5.74,668,rainy,spring,98,53
4.48,1433,cloudy,winter,25,10
7.56,1398,cloudy,fall,66,47
9.11,888,rainy,winter,30,25
5.97,1082,rainy,winter,65,38
7.81,1022,windy,winter,16,11
6.52,554,sunny,fall,57,33
4.9,551,windy,fall,25,10
9.61,676,cloudy,winter,40,36
6.34,1395,windy,summer,79,45
8.5,66,sunny,winter,28,21
3.25,1293,cloudy,summer,93,28
6.55,937,windy,fall,82,48
0.46,91,cloudy,spring,32,1
9.23,1200,windy,spring,84,70
6.41,228,windy,summer,80,46
4.28,260,rainy,summer,94,38
3.27,1325,cloudy,summer,30,9
8.6,72,rainy,spring,18,14
6.25,1380,windy,fall,11,6
7.4,608,sunny,fall,95,63
8.67,292,cloudy,winter,15,12
3.74,761,windy,summer,9,3
4.58,1425,sunny,summer,28,11
9.52,1277,rainy,spring,68,61
2.89,395,windy,summer,63,16
4.72,836,sunny,winter,14,6
2.7,426,rainy,spring,34,8
1.53,1207,rainy,winter,17,2
4.53,781,windy,summer,11,4
8.61,875,windy,fall,12,9
6.03,1067,rainy,spring,70,42
9.94,639,sunny,fall,13,11
0.81,1212,windy,fall,11,0
8.9,1412,cloudy,summer,48,40
6.46,960,sunny,summer,83,48
8.72,657,windy,fall,94,74
6.61,1341,windy,winter,59,35
9.51,737,sunny,fall,53,47
3.64,386,rainy,winter,33,11
4.93,804,sunny,summer,64,28
3.49,219,rainy,summer,28,9
1.2,639,sunny,summer,81,9
8.2,884,sunny,fall,42,31
6.25,966,cloudy,fall,91,54
4.28,1428,sunny,spring,67,25
1.36,618,windy,summer,3,0
0.99,1109,windy,fall,26,2
8.6,926,windy,winter,13,10
2.86,205,windy,fall,13,3
9.31,324,windy,spring,97,81
5.42,1268,rainy,summer,2,1
6.21,915,cloudy,spring,31,18
3.0,1347,rainy,fall,16,4
2.11,1227,sunny,fall,82,15
6.2,1119,sunny,fall,83,48
6.03,875,sunny,spring,21,11
9.01,147,cloudy,summer,90,76
8.32,269,cloudy,winter,9,7
2.73,510,rainy,fall,92,24
4.81,678,rainy,fall,55,25
5.59,199,windy,winter,67,34
6.36,1252,windy,spring,40,22
3.29,1371,windy,winter,3,0
3.56,42,sunny,summer,45,14
0.42,1280,windy,summer,64,2
5.95,626,sunny,fall,92,49
6.38,257,cloudy,winter,68,41
3.42,1257,sunny,summer,8,2
1.62,1436,cloudy,summer,33,4
5.51,572,windy,winter,26,13
4.32,674,windy,summer,53,21
9.04,646,rainy,winter,6,5
6.85,869,cloudy,fall,61,39
9.01,506,rainy,winter,48,40
5.4,1017,rainy,summer,99,51
8.63,949,rainy,spring,78,63
5.41,974,sunny,fall,25,12
3.72,532,rainy,spring,73,25
2.76,1157,rainy,winter,77,21
0.17,1070,rainy,spring,31,0
3.21,22,cloudy,spring,39,12
4.21,1014,cloudy,winter,14,5
1.33,1301,windy,fall,63,7
0.16,753,cloudy,spring,40,0
0.16,1162,cloudy,winter,93,1
1.12,788,cloudy,fall,22,2
1.98,1297,rainy,spring,29,5
2.18,1237,rainy,spring,57,12
6.53,228,cloudy,fall,14,8
2.48,1134,cloudy,fall,18,4
5.2,183,sunny,fall,64,30
0.89,84,cloudy,summer,49,4
6.88,1013,windy,fall,84,52
1.62,620,windy,winter,38,5
0.35,54,cloudy,summer,6,0
6.72,1102,sunny,fall,16,10
4.1,1089,windy,fall,84,33
6.92,1073,windy,winter,22,14
4.99,269,windy,winter,7,3
5.01,188,rainy,spring,32,15
4.54,765,rainy,summer,69,31
5.0,1355,windy,spring,40,18
3.85,552,windy,summer,38,13
2.01,1402,sunny,summer,75,13
5.84,1211,cloudy,fall,35,19
7.71,473,rainy,summer,77,56
9.49,1153,sunny,fall,83,74
0.38,697,windy,summer,70,2
9.56,792,rainy,spring,50,45
6.22,563,windy,spring,50,28
8.44,390,cloudy,fall,96,76
9.05,476,sunny,spring,98,79
7.18,1222,rainy,summer,91,61
5.61,449,windy,winter,51,25
4.96,394,rainy,spring,94,43
7.19,718,cloudy,fall,71,50
8.34,779,rainy,fall,91,75
9.5,1221,windy,fall,22,19
5.8,597,sunny,fall,59,30
3.29,1016,windy,fall,6,1
4.2,400,cloudy,spring,98,39
4.12,187,rainy,winter,37,14
4.53,1011,windy,fall,35,14
2.9,338,rainy,winter,41,11
0.08,608,rainy,fall,26,0
5.56,964,windy,winter,48,24
4.36,1106,sunny,spring,88,36
0.56,472,windy,fall,1,0
9.64,345,windy,fall,29,25
9.53,978,sunny,winter,85,73
3.98,551,sunny,fall,51,18
9.66,186,cloudy,summer,24,22
0.03,1326,cloudy,fall,16,0
7.14,1004,rainy,fall,31,21
4.54,790,sunny,fall,91,37
9.14,509,sunny,fall,26,21
0.2,755,rainy,fall,62,1
1.18,440,sunny,winter,86,9
5.55,62,sunny,winter,41,20
6.02,572,windy,winter,20,10
8.72,678,sunny,fall,10,7
6.25,534,windy,winter,57,32
6.84,208,sunny,fall,12,7
7.66,106,windy,winter,56,39
8.74,531,rainy,summer,62,51
8.38,1196,windy,spring,9,6
4.97,30,windy,winter,75,33
1.16,266,cloudy,spring,43,4
0.45,1223,windy,fall,36,1
5.62,608,windy,spring,8,4
7.85,60,sunny,summer,34,24
5.72,184,sunny,winter,86,44
7.63,177,cloudy,spring,92,66
9.74,85,sunny,winter,40,35
0.92,351,rainy,winter,47,4
3.89,492,rainy,spring,89,33
8.91,736,windy,summer,99,84
9.2,627,rainy,spring,100,87
1.68,14,rainy,spring,56,9
2.01,155,sunny,winter,67,12
2.91,462,windy,summer,80,21
1.94,315,windy,fall,63,10
6.1,832,sunny,fall,36,19
4.32,1397,rainy,spring,45,18
4.85,1141,sunny,winter,65,30
9.84,880,windy,spring,96,85
8.17,1281,windy,spring,38,28
6.22,282,sunny,fall,38,21
8.17,1041,cloudy,summer,95,73
0.13,846,sunny,summer,94,1
2.07,690,sunny,fall,74,14
5.11,604,sunny,summer,59,27
6.29,514,cloudy,summer,8,4
9.37,1105,sunny,winter,95,84
3.79,1358,cloudy,fall,18,6
4.33,1214,rainy,spring,70,28
0.6,462,rainy,fall,60,3
7.6,1025,sunny,spring,19,13
4.37,1080,cloudy,spring,7,3
8.72,27,rainy,winter,91,75
2.47,1277,cloudy,spring,94,22
9.93,823,windy,fall,30,27
3.12,1241,windy,winter,11,3
1.92,387,rainy,spring,68,12
4.59,494,sunny,winter,57,23
6.65,7,cloudy,fall,78,49
2.45,978,cloudy,spring,55,12
4.5,1420,cloudy,fall,96,40
2.33,602,windy,fall,26,5
9.66,9,rainy,summer,44,40
4.65,432,windy,winter,53,22
0.2,51,rainy,winter,53,1
0.7,23,cloudy,fall,53,3
9.36,932,cloudy,spring,33,29
0.62,1428,cloudy,fall,94,5
6.02,513,rainy,fall,34,19
7.22,498,cloudy,spring,97,66
5.63,1043,windy,summer,96,49
3.91,638,windy,winter,20,7
2.33,1280,sunny,winter,12,2
1.76,84,sunny,fall,11,1
8.02,208,rainy,spring,79,60
5.01,8,cloudy,fall,73,34
6.39,2,windy,fall,20,11
1.25,1191,sunny,spring,43,4
1.69,782,sunny,fall,26,4
7.44,757,cloudy,summer,50,37
8.08,737,sunny,spring,47,36
5.83,777,rainy,fall,34,19
6.63,1319,windy,fall,22,13
5.73,624,cloudy,summer,9,4
8.46,31,rainy,spring,70,55
3.5,335,cloudy,winter,28,9
8.51,1339,cloudy,winter,11,9
5.12,599,windy,summer,3,1
8.3,451,rainy,summer,96,75
2.26,899,sunny,fall,56,11
2.49,1081,sunny,spring,73,17
5.92,1172,sunny,summer,82,43
6.5,365,windy,fall,86,50
8.71,940,rainy,winter,59,48
2.38,346,cloudy,spring,95,21
6.78,134,windy,summer,27,16
0.47,433,rainy,winter,67,3
8.43,160,sunny,winter,95,72
2.59,1257,cloudy,winter,6,1
0.05,602,sunny,fall,98,0
9.71,1217,rainy,fall,100,91
6.64,1005,cloudy,summer,14,9
8.4,898,sunny,winter,9,6
7.16,643,sunny,spring,77,49
3.68,108,windy,spring,46,15
1.51,27,sunny,spring,86,11
8.19,830,cloudy,spring,84,64
5.21,645,cloudy,fall,45,22
7.7,914,sunny,summer,32,22
8.63,389,rainy,winter,23,18
1.62,718,cloudy,spring,98,15
2.98,648,sunny,fall,24,6
2.49,1018,rainy,spring,32,7
8.02,613,sunny,fall,96,69
6.49,1004,sunny,winter,63,37
3.19,619,rainy,summer,55,16
4.98,429,rainy,summer,1,0
2.59,891,rainy,winter,54,13
3.07,780,cloudy,summer,25,7
1.46,1036,sunny,summer,20,2
6.9,1432,rainy,summer,96,63
3.83,794,windy,fall,65,22
8.74,557,sunny,winter,97,76
9.29,1149,cloudy,winter,78,72
7.45,51,windy,winter,99,67
5.72,883,windy,spring,5,2
4.58,272,cloudy,fall,15,6
3.84,599,rainy,winter,26,9
4.94,619,sunny,winter,79,35
0.29,74,windy,fall,31,0
5.78,382,rainy,summer,64,35
2.85,562,sunny,spring,96,24
4.44,541,sunny,spring,5,1
8.35,968,cloudy,winter,79,62
7.9,766,rainy,spring,91,71
8.32,720,rainy,winter,31,25
2.74,1325,cloudy,summer,76,19
1.09,1380,windy,winter,89,9
2.57,939,sunny,winter,74,17
9.96,823,windy,spring,57,51
6.47,699,cloudy,winter,58,37
8.69,323,rainy,winter,78,64
8.18,301,rainy,summer,29,22
8.63,634,cloudy,spring,66,54
3.74,1120,cloudy,summer,1,0
8.88,1419,cloudy,fall,79,66
4.88,418,rainy,winter,46,21
9.28,1318,cloudy,summer,82,72
2.36,856,rainy,summer,55,12
1.35,1081,windy,fall,30,3
9.76,1043,rainy,spring,78,72
6.91,226,sunny,fall,59,36
9.86,604,windy,winter,72,64
1.15,654,sunny,spring,100,10
8.73,209,windy,winter,72,57
3.89,957,rainy,winter,70,25
8.47,634,rainy,spring,83,66
7.39,188,sunny,winter,7,4
1.78,339,windy,summer,95,15
5.58,988,windy,summer,70,35
6.76,830,windy,winter,26,16
3.26,1251,sunny,spring,90,26
1.91,689,cloudy,summer,37,6
3.57,363,rainy,spring,9,3
1.83,1284,rainy,summer,57,10
9.48,139,cloudy,fall,24,21
0.7,983,cloudy,summer,56,3
1.95,49,windy,winter,75,13
2.45,1269,cloudy,spring,48,11
6.35,253,windy,summer,28,16
7.15,1179,cloudy,fall,81,54
2.33,63,windy,winter,22,4
3.15,1004,rainy,spring,31,9
4.75,90,sunny,spring,94,40
6.86,594,cloudy,summer,12,7
5.32,154,rainy,winter,14,7
1.81,1321,windy,spring,88,14
2.84,228,sunny,fall,41,10
2.37,979,cloudy,winter,75,16
3.95,1384,sunny,summer,19,6
1.13,614,sunny,summer,19,1
8.48,140,windy,winter,69,53
0.71,690,cloudy,summer,23,1
8.52,393,cloudy,fall,60,48
2.37,1248,cloudy,spring,55,12
5.43,998,sunny,spring,30,14
6.69,1227,rainy,summer,53,33
8.32,706,windy,winter,77,61
2.5,908,cloudy,winter,75,18
5.01,930,cloudy,spring,86,40
8.85,297,rainy,winter,56,46
1.88,473,sunny,summer,58,9
4.06,1131,cloudy,winter,78,31
1.13,110,windy,fall,70,7
1.1,812,rainy,winter,2,0
0.89,4,sunny,winter,55,4
7.94,1211,cloudy,summer,60,45
1.94,266,cloudy,summer,33,6
